"gene_name","gene_ensembl_id","exons.group","exons.group_name","exons.seqnames","exons.start","exons.end","exons.width","exons.strand","exons.exon_id","exons.gene_name"
"Ctnna1","ENSRNOG00000005796",1,"ENSRNOG00000005796","18",27956412,27956518,107,"+","ENSRNOE00000054098","Ctnna1"
"Ctnna1","ENSRNOG00000005796",1,"ENSRNOG00000005796","18",27956429,27956518,90,"+","ENSRNOE00000542165","Ctnna1"
"Ctnna1","ENSRNOG00000005796",1,"ENSRNOG00000005796","18",27957959,27958154,196,"+","ENSRNOE00000252861","Ctnna1"
"Ctnna1","ENSRNOG00000005796",1,"ENSRNOG00000005796","18",27977700,27977866,167,"+","ENSRNOE00000054225","Ctnna1"
"Ctnna1","ENSRNOG00000005796",1,"ENSRNOG00000005796","18",27978321,27978440,120,"+","ENSRNOE00000252851","Ctnna1"
"Ctnna1","ENSRNOG00000005796",1,"ENSRNOG00000005796","18",27981772,27982047,276,"+","ENSRNOE00000252844","Ctnna1"
"Ctnna1","ENSRNOG00000005796",1,"ENSRNOG00000005796","18",27981772,27982042,271,"+","ENSRNOE00000575066","Ctnna1"
"Ctnna1","ENSRNOG00000005796",1,"ENSRNOG00000005796","18",27984558,27984559,2,"+","ENSRNOE00000566727","Ctnna1"
"Ctnna1","ENSRNOG00000005796",1,"ENSRNOG00000005796","18",27984563,27984766,204,"+","ENSRNOE00000054389","Ctnna1"
"Ctnna1","ENSRNOG00000005796",1,"ENSRNOG00000005796","18",28026848,28026928,81,"+","ENSRNOE00000055684","Ctnna1"
"Ctnna1","ENSRNOG00000005796",1,"ENSRNOG00000005796","18",28028045,28028197,153,"+","ENSRNOE00000055745","Ctnna1"
"Ctnna1","ENSRNOG00000005796",1,"ENSRNOG00000005796","18",28039086,28039178,93,"+","ENSRNOE00000252815","Ctnna1"
"Ctnna1","ENSRNOG00000005796",1,"ENSRNOG00000005796","18",28042792,28042948,157,"+","ENSRNOE00000252813","Ctnna1"
"Ctnna1","ENSRNOG00000005796",1,"ENSRNOG00000005796","18",28047279,28047479,201,"+","ENSRNOE00000252805","Ctnna1"
"Ctnna1","ENSRNOG00000005796",1,"ENSRNOG00000005796","18",28048047,28048198,152,"+","ENSRNOE00000252802","Ctnna1"
"Ctnna1","ENSRNOG00000005796",1,"ENSRNOG00000005796","18",28051527,28051637,111,"+","ENSRNOE00000252796","Ctnna1"
"Ctnna1","ENSRNOG00000005796",1,"ENSRNOG00000005796","18",28052290,28052471,182,"+","ENSRNOE00000330762","Ctnna1"
"Ctnna1","ENSRNOG00000005796",1,"ENSRNOG00000005796","18",28052597,28052702,106,"+","ENSRNOE00000252787","Ctnna1"
"Ctnna1","ENSRNOG00000005796",1,"ENSRNOG00000005796","18",28054060,28054194,135,"+","ENSRNOE00000354523","Ctnna1"
"Ctnna1","ENSRNOG00000005796",1,"ENSRNOG00000005796","18",28054060,28054203,144,"+","ENSRNOE00000528209","Ctnna1"
"Ctnna1","ENSRNOG00000005796",1,"ENSRNOG00000005796","18",28054855,28055960,1106,"+","ENSRNOE00000056298","Ctnna1"
"Ctnnb1","ENSRNOG00000054172",1,"ENSRNOG00000054172","8",129617812,129617871,60,"+","ENSRNOE00000561947","Ctnnb1"
"Ctnnb1","ENSRNOG00000054172",1,"ENSRNOG00000054172","8",129618172,129618399,228,"+","ENSRNOE00000519990","Ctnnb1"
"Ctnnb1","ENSRNOG00000054172",1,"ENSRNOG00000054172","8",129618532,129618785,254,"+","ENSRNOE00000527039","Ctnnb1"
"Ctnnb1","ENSRNOG00000054172",1,"ENSRNOG00000054172","8",129618908,129619146,239,"+","ENSRNOE00000538214","Ctnnb1"
"Ctnnb1","ENSRNOG00000054172",1,"ENSRNOG00000054172","8",129619233,129619434,202,"+","ENSRNOE00000559692","Ctnnb1"
"Ctnnb1","ENSRNOG00000054172",1,"ENSRNOG00000054172","8",129620439,129620583,145,"+","ENSRNOE00000568300","Ctnnb1"
"Ctnnb1","ENSRNOG00000054172",1,"ENSRNOG00000054172","8",129623113,129623216,104,"+","ENSRNOE00000566621","Ctnnb1"
"Ctnnb1","ENSRNOG00000054172",1,"ENSRNOG00000054172","8",129623293,129623631,339,"+","ENSRNOE00000519544","Ctnnb1"
"Ctnnb1","ENSRNOG00000054172",1,"ENSRNOG00000054172","8",129623743,129623901,159,"+","ENSRNOE00000563950","Ctnnb1"
"Ctnnb1","ENSRNOG00000054172",1,"ENSRNOG00000054172","8",129625002,129625121,120,"+","ENSRNOE00000526803","Ctnnb1"
"Ctnnb1","ENSRNOG00000054172",1,"ENSRNOG00000054172","8",129625423,129625573,151,"+","ENSRNOE00000556088","Ctnnb1"
"Ctnnb1","ENSRNOG00000054172",1,"ENSRNOG00000054172","8",129625694,129625815,122,"+","ENSRNOE00000520249","Ctnnb1"
"Ctnnb1","ENSRNOG00000054172",1,"ENSRNOG00000054172","8",129626485,129626545,61,"+","ENSRNOE00000571740","Ctnnb1"
"Ctnnb1","ENSRNOG00000054172",1,"ENSRNOG00000054172","8",129627154,129627372,219,"+","ENSRNOE00000548800","Ctnnb1"
"Dicer1","ENSRNOG00000010711",1,"ENSRNOG00000010711","6",128433843,128434183,341,"-","ENSRNOE00000100560","Dicer1"
"Dicer1","ENSRNOG00000010711",1,"ENSRNOG00000010711","6",128433038,128433200,163,"-","ENSRNOE00000100619","Dicer1"
"Dicer1","ENSRNOG00000010711",1,"ENSRNOG00000010711","6",128432135,128432265,131,"-","ENSRNOE00000100671","Dicer1"
"Dicer1","ENSRNOG00000010711",1,"ENSRNOG00000010711","6",128431103,128431237,135,"-","ENSRNOE00000100728","Dicer1"
"Dicer1","ENSRNOG00000010711",1,"ENSRNOG00000010711","6",128430325,128430485,161,"-","ENSRNOE00000100782","Dicer1"
"Dicer1","ENSRNOG00000010711",1,"ENSRNOG00000010711","6",128425012,128425180,169,"-","ENSRNOE00000100834","Dicer1"
"Dicer1","ENSRNOG00000010711",1,"ENSRNOG00000010711","6",128423119,128423591,473,"-","ENSRNOE00000100886","Dicer1"
"Dicer1","ENSRNOG00000010711",1,"ENSRNOG00000010711","6",128416788,128416920,133,"-","ENSRNOE00000100947","Dicer1"
"Dicer1","ENSRNOG00000010711",1,"ENSRNOG00000010711","6",128414807,128415049,243,"-","ENSRNOE00000101006","Dicer1"
"Dicer1","ENSRNOG00000010711",1,"ENSRNOG00000010711","6",128414001,128414155,155,"-","ENSRNOE00000101062","Dicer1"
"Dicer1","ENSRNOG00000010711",1,"ENSRNOG00000010711","6",128412432,128412564,133,"-","ENSRNOE00000101108","Dicer1"
"Dicer1","ENSRNOG00000010711",1,"ENSRNOG00000010711","6",128411583,128411658,76,"-","ENSRNOE00000101159","Dicer1"
"Dicer1","ENSRNOG00000010711",1,"ENSRNOG00000010711","6",128410617,128410756,140,"-","ENSRNOE00000101203","Dicer1"
"Dicer1","ENSRNOG00000010711",1,"ENSRNOG00000010711","6",128408754,128408933,180,"-","ENSRNOE00000101243","Dicer1"
"Dicer1","ENSRNOG00000010711",1,"ENSRNOG00000010711","6",128408441,128408654,214,"-","ENSRNOE00000101293","Dicer1"
"Dicer1","ENSRNOG00000010711",1,"ENSRNOG00000010711","6",128408109,128408262,154,"-","ENSRNOE00000101349","Dicer1"
"Dicer1","ENSRNOG00000010711",1,"ENSRNOG00000010711","6",128407064,128407246,183,"-","ENSRNOE00000101385","Dicer1"
"Dicer1","ENSRNOG00000010711",1,"ENSRNOG00000010711","6",128406728,128406833,106,"-","ENSRNOE00000101429","Dicer1"
"Dicer1","ENSRNOG00000010711",1,"ENSRNOG00000010711","6",128406084,128406259,176,"-","ENSRNOE00000101481","Dicer1"
"Dicer1","ENSRNOG00000010711",1,"ENSRNOG00000010711","6",128404434,128405214,781,"-","ENSRNOE00000101526","Dicer1"
"Dicer1","ENSRNOG00000010711",1,"ENSRNOG00000010711","6",128401045,128401200,156,"-","ENSRNOE00000101569","Dicer1"
"Dicer1","ENSRNOG00000010711",1,"ENSRNOG00000010711","6",128396859,128397735,877,"-","ENSRNOE00000101623","Dicer1"
"Dicer1","ENSRNOG00000010711",1,"ENSRNOG00000010711","6",128394738,128395006,269,"-","ENSRNOE00000101714","Dicer1"
"Dicer1","ENSRNOG00000010711",1,"ENSRNOG00000010711","6",128392601,128392763,163,"-","ENSRNOE00000101807","Dicer1"
"Dicer1","ENSRNOG00000010711",1,"ENSRNOG00000010711","6",128392425,128392500,76,"-","ENSRNOE00000101905","Dicer1"
"Dicer1","ENSRNOG00000010711",1,"ENSRNOG00000010711","6",128388053,128392122,4070,"-","ENSRNOE00000102017","Dicer1"
"Fgfr2","ENSRNOG00000016374",1,"ENSRNOG00000016374","1",200696476,200696928,453,"-","ENSRNOE00000370522","Fgfr2"
"Fgfr2","ENSRNOG00000016374",1,"ENSRNOG00000016374","1",200692383,200692684,302,"-","ENSRNOE00000157728","Fgfr2"
"Fgfr2","ENSRNOG00000016374",1,"ENSRNOG00000016374","1",200672145,200672411,267,"-","ENSRNOE00000158725","Fgfr2"
"Fgfr2","ENSRNOG00000016374",1,"ENSRNOG00000016374","1",200671013,200671090,78,"-","ENSRNOE00000158770","Fgfr2"
"Fgfr2","ENSRNOG00000016374",1,"ENSRNOG00000016374","1",200657918,200658087,170,"-","ENSRNOE00000157855","Fgfr2"
"Fgfr2","ENSRNOG00000016374",1,"ENSRNOG00000016374","1",200648164,200648287,124,"-","ENSRNOE00000157550","Fgfr2"
"Fgfr2","ENSRNOG00000016374",1,"ENSRNOG00000016374","1",200630352,200630542,191,"-","ENSRNOE00000157587","Fgfr2"
"Fgfr2","ENSRNOG00000016374",1,"ENSRNOG00000016374","1",200629126,200629273,148,"-","ENSRNOE00000158204","Fgfr2"
"Fgfr2","ENSRNOG00000016374",1,"ENSRNOG00000016374","1",200627782,200627926,145,"-","ENSRNOE00000269427","Fgfr2"
"Fgfr2","ENSRNOG00000016374",1,"ENSRNOG00000016374","1",200625588,200625790,203,"-","ENSRNOE00000158848","Fgfr2"
"Fgfr2","ENSRNOG00000016374",1,"ENSRNOG00000016374","1",200615019,200615170,152,"-","ENSRNOE00000156110","Fgfr2"
"Fgfr2","ENSRNOG00000016374",1,"ENSRNOG00000016374","1",200611334,200611455,122,"-","ENSRNOE00000156222","Fgfr2"
"Fgfr2","ENSRNOG00000016374",1,"ENSRNOG00000016374","1",200609088,200609198,111,"-","ENSRNOE00000156358","Fgfr2"
"Fgfr2","ENSRNOG00000016374",1,"ENSRNOG00000016374","1",200606971,200607161,191,"-","ENSRNOE00000156460","Fgfr2"
"Fgfr2","ENSRNOG00000016374",1,"ENSRNOG00000016374","1",200601407,200601529,123,"-","ENSRNOE00000156726","Fgfr2"
"Fgfr2","ENSRNOG00000016374",1,"ENSRNOG00000016374","1",200600125,200600195,71,"-","ENSRNOE00000156887","Fgfr2"
"Fgfr2","ENSRNOG00000016374",1,"ENSRNOG00000016374","1",200598306,200598443,138,"-","ENSRNOE00000157030","Fgfr2"
"Fgfr2","ENSRNOG00000016374",1,"ENSRNOG00000016374","1",200596345,200596450,106,"-","ENSRNOE00000157267","Fgfr2"
"Fgfr2","ENSRNOG00000016374",1,"ENSRNOG00000016374","1",200590953,200592629,1677,"-","ENSRNOE00000504388","Fgfr2"
"Inhba","ENSRNOG00000014320",1,"ENSRNOG00000014320","17",51912367,51912496,130,"-","ENSRNOE00000136651","Inhba"
"Inhba","ENSRNOG00000014320",1,"ENSRNOG00000014320","17",51909292,51909792,501,"-","ENSRNOE00000136743","Inhba"
"Inhba","ENSRNOG00000014320",1,"ENSRNOG00000014320","17",51898217,51900139,1923,"-","ENSRNOE00000137065","Inhba"
"Lef1","ENSRNOG00000010121",1,"ENSRNOG00000010121","2",236233239,236233644,406,"+","ENSRNOE00000094916","Lef1"
"Lef1","ENSRNOG00000010121",1,"ENSRNOG00000010121","2",236235810,236235876,67,"+","ENSRNOE00000095094","Lef1"
"Lef1","ENSRNOG00000010121",1,"ENSRNOG00000010121","2",236237386,236237519,134,"+","ENSRNOE00000493870","Lef1"
"Lef1","ENSRNOG00000010121",1,"ENSRNOG00000010121","2",236307870,236308002,133,"+","ENSRNOE00000501562","Lef1"
"Lef1","ENSRNOG00000010121",1,"ENSRNOG00000010121","2",236312605,236312695,91,"+","ENSRNOE00000497531","Lef1"
"Lef1","ENSRNOG00000010121",1,"ENSRNOG00000010121","2",236314265,236314348,84,"+","ENSRNOE00000488002","Lef1"
"Lef1","ENSRNOG00000010121",1,"ENSRNOG00000010121","2",236316196,236316318,123,"+","ENSRNOE00000477514","Lef1"
"Lef1","ENSRNOG00000010121",1,"ENSRNOG00000010121","2",236317825,236317987,163,"+","ENSRNOE00000487176","Lef1"
"Lef1","ENSRNOG00000010121",1,"ENSRNOG00000010121","2",236323210,236323317,108,"+","ENSRNOE00000509781","Lef1"
"Lef1","ENSRNOG00000010121",1,"ENSRNOG00000010121","2",236327034,236327082,49,"+","ENSRNOE00000485209","Lef1"
"Lef1","ENSRNOG00000010121",1,"ENSRNOG00000010121","2",236327697,236327737,41,"+","ENSRNOE00000511283","Lef1"
"Lef1","ENSRNOG00000010121",1,"ENSRNOG00000010121","2",236343878,236345056,1179,"+","ENSRNOE00000535691","Lef1"
"Msx1","ENSRNOG00000006876",1,"ENSRNOG00000006876","14",77712240,77712824,585,"+","ENSRNOE00000062972","Msx1"
"Msx1","ENSRNOG00000006876",1,"ENSRNOG00000006876","14",77714864,77716059,1196,"+","ENSRNOE00000063273","Msx1"
"Pax9","ENSRNOG00000008826",1,"ENSRNOG00000008826","6",77608624,77609034,411,"+","ENSRNOE00000083096","Pax9"
"Pax9","ENSRNOG00000008826",1,"ENSRNOG00000008826","6",77609037,77609247,211,"+","ENSRNOE00000470536","Pax9"
"Pax9","ENSRNOG00000008826",1,"ENSRNOG00000008826","6",77612096,77612238,143,"+","ENSRNOE00000083272","Pax9"
"Pax9","ENSRNOG00000008826",1,"ENSRNOG00000008826","6",77621468,77621719,252,"+","ENSRNOE00000083411","Pax9"
"Pitx2","ENSRNOG00000010681",1,"ENSRNOG00000010681","2",233602732,233602929,198,"+","ENSRNOE00000290725","Pitx2"
"Pitx2","ENSRNOG00000010681",1,"ENSRNOG00000010681","2",233606632,233606687,56,"+","ENSRNOE00000296326","Pitx2"
"Pitx2","ENSRNOG00000010681",1,"ENSRNOG00000010681","2",233615739,233616242,504,"+","ENSRNOE00000464515","Pitx2"
"Pitx2","ENSRNOG00000010681",1,"ENSRNOG00000010681","2",233617110,233617315,206,"+","ENSRNOE00000100856","Pitx2"
"Pitx2","ENSRNOG00000010681",1,"ENSRNOG00000010681","2",233619796,233621051,1256,"+","ENSRNOE00000375086","Pitx2"
"Pitx2","ENSRNOG00000010681",1,"ENSRNOG00000010681","2",233619796,233621129,1334,"+","ENSRNOE00000534400","Pitx2"
"Runx2","ENSRNOG00000020193",1,"ENSRNOG00000020193","9",18564927,18565064,138,"+","ENSRNOE00000413580","Runx2"
"Runx2","ENSRNOG00000020193",1,"ENSRNOG00000020193","9",18565262,18565385,124,"+","ENSRNOE00000413579","Runx2"
"Runx2","ENSRNOG00000020193",1,"ENSRNOG00000020193","9",18643596,18643984,389,"+","ENSRNOE00000455291","Runx2"
"Runx2","ENSRNOG00000020193",1,"ENSRNOG00000020193","9",18653895,18654051,157,"+","ENSRNOE00000413577","Runx2"
"Runx2","ENSRNOG00000020193",1,"ENSRNOG00000020193","9",18660739,18660843,105,"+","ENSRNOE00000467790","Runx2"
"Runx2","ENSRNOG00000020193",1,"ENSRNOG00000020193","9",18718032,18718205,174,"+","ENSRNOE00000489633","Runx2"
"Runx2","ENSRNOG00000020193",1,"ENSRNOG00000020193","9",18737570,18737731,162,"+","ENSRNOE00000483603","Runx2"
"Runx2","ENSRNOG00000020193",1,"ENSRNOG00000020193","9",18766980,18767045,66,"+","ENSRNOE00000471600","Runx2"
"Runx2","ENSRNOG00000020193",1,"ENSRNOG00000020193","9",18768767,18773092,4326,"+","ENSRNOE00000469547","Runx2"
"Shh","ENSRNOG00000006120",1,"ENSRNOG00000006120","4",727075,727691,617,"-","ENSRNOE00000056608","Shh"
"Shh","ENSRNOG00000006120",1,"ENSRNOG00000006120","4",721958,722219,262,"-","ENSRNOE00000057281","Shh"
"Shh","ENSRNOG00000006120",1,"ENSRNOG00000006120","4",718538,719373,836,"-","ENSRNOE00000057824","Shh"
"Apc","ENSRNOG00000020423",1,"ENSRNOG00000020423","18",27047382,27047569,188,"+","ENSRNOE00000198509","Apc"
"Apc","ENSRNOG00000020423",1,"ENSRNOG00000020423","18",27047418,27047569,152,"+","ENSRNOE00000557638","Apc"
"Apc","ENSRNOG00000020423",1,"ENSRNOG00000020423","18",27054582,27054663,82,"+","ENSRNOE00000198536","Apc"
"Apc","ENSRNOG00000020423",1,"ENSRNOG00000020423","18",27055343,27055541,199,"+","ENSRNOE00000198547","Apc"
"Apc","ENSRNOG00000020423",1,"ENSRNOG00000020423","18",27058350,27058458,109,"+","ENSRNOE00000198560","Apc"
"Apc","ENSRNOG00000020423",1,"ENSRNOG00000020423","18",27062486,27062599,114,"+","ENSRNOE00000198570","Apc"
"Apc","ENSRNOG00000020423",1,"ENSRNOG00000020423","18",27066836,27066919,84,"+","ENSRNOE00000198581","Apc"
"Apc","ENSRNOG00000020423",1,"ENSRNOG00000020423","18",27077912,27078016,105,"+","ENSRNOE00000198589","Apc"
"Apc","ENSRNOG00000020423",1,"ENSRNOG00000020423","18",27082218,27082316,99,"+","ENSRNOE00000198601","Apc"
"Apc","ENSRNOG00000020423",1,"ENSRNOG00000020423","18",27084661,27085039,379,"+","ENSRNOE00000198610","Apc"
"Apc","ENSRNOG00000020423",1,"ENSRNOG00000020423","18",27086519,27086614,96,"+","ENSRNOE00000198622","Apc"
"Apc","ENSRNOG00000020423",1,"ENSRNOG00000020423","18",27087884,27087937,54,"+","ENSRNOE00000553083","Apc"
"Apc","ENSRNOG00000020423",1,"ENSRNOG00000020423","18",27091184,27091323,140,"+","ENSRNOE00000328207","Apc"
"Apc","ENSRNOG00000020423",1,"ENSRNOG00000020423","18",27091921,27091998,78,"+","ENSRNOE00000198648","Apc"
"Apc","ENSRNOG00000020423",1,"ENSRNOG00000020423","18",27092687,27092803,117,"+","ENSRNOE00000198663","Apc"
"Apc","ENSRNOG00000020423",1,"ENSRNOG00000020423","18",27097092,27097306,215,"+","ENSRNOE00000198681","Apc"
"Apc","ENSRNOG00000020423",1,"ENSRNOG00000020423","18",27098757,27105333,6577,"+","ENSRNOE00000198700","Apc"
"Apc","ENSRNOG00000020423",1,"ENSRNOG00000020423","18",27098757,27105531,6775,"+","ENSRNOE00000517544","Apc"
"Barx1","ENSRNOG00000016915",1,"ENSRNOG00000016915","17",14827891,14828329,439,"-","ENSRNOE00000161937","Barx1"
"Barx1","ENSRNOG00000016915",1,"ENSRNOG00000016915","17",14825950,14826241,292,"-","ENSRNOE00000162016","Barx1"
"Barx1","ENSRNOG00000016915",1,"ENSRNOG00000016915","17",14825762,14825846,85,"-","ENSRNOE00000162124","Barx1"
"Barx1","ENSRNOG00000016915",1,"ENSRNOG00000016915","17",14824734,14825409,676,"-","ENSRNOE00000162225","Barx1"
"Bcl11b","ENSRNOG00000005776",1,"ENSRNOG00000005776","6",131926215,131926272,58,"-","ENSRNOE00000552345","Bcl11b"
"Bcl11b","ENSRNOG00000005776",1,"ENSRNOG00000005776","6",131913650,131914028,379,"-","ENSRNOE00000523445","Bcl11b"
"Bcl11b","ENSRNOG00000005776",1,"ENSRNOG00000005776","6",131912740,131913105,366,"-","ENSRNOE00000502876","Bcl11b"
"Bcl11b","ENSRNOG00000005776",1,"ENSRNOG00000005776","6",131888411,131888614,204,"-","ENSRNOE00000568731","Bcl11b"
"Bcl11b","ENSRNOG00000005776",1,"ENSRNOG00000005776","6",131834097,131838887,4791,"-","ENSRNOE00000331792","Bcl11b"
"Bcl11b","ENSRNOG00000005776",1,"ENSRNOG00000005776","6",131836674,131838887,2214,"-","ENSRNOE00000058683","Bcl11b"
"Bmp2","ENSRNOG00000021276",1,"ENSRNOG00000021276","3",126335863,126336233,371,"+","ENSRNOE00000225335","Bmp2"
"Bmp2","ENSRNOG00000021276",1,"ENSRNOG00000021276","3",126337286,126337635,350,"+","ENSRNOE00000207735","Bmp2"
"Bmp2","ENSRNOG00000021276",1,"ENSRNOG00000021276","3",126343846,126346318,2473,"+","ENSRNOE00000353902","Bmp2"
"Bmp7","ENSRNOG00000053384",1,"ENSRNOG00000053384","3",170954982,170955399,418,"-","ENSRNOE00000552680","Bmp7"
"Bmp7","ENSRNOG00000053384",1,"ENSRNOG00000053384","3",170929573,170929765,193,"-","ENSRNOE00000528600","Bmp7"
"Bmp7","ENSRNOG00000053384",1,"ENSRNOG00000053384","3",170905824,170905972,149,"-","ENSRNOE00000548677","Bmp7"
"Bmp7","ENSRNOG00000053384",1,"ENSRNOG00000053384","3",170889885,170890082,198,"-","ENSRNOE00000547397","Bmp7"
"Bmp7","ENSRNOG00000053384",1,"ENSRNOG00000053384","3",170885837,170885913,77,"-","ENSRNOE00000545819","Bmp7"
"Bmp7","ENSRNOG00000053384",1,"ENSRNOG00000053384","3",170883825,170883935,111,"-","ENSRNOE00000565331","Bmp7"
"Bmp7","ENSRNOG00000053384",1,"ENSRNOG00000053384","3",170879973,170880852,880,"-","ENSRNOE00000563761","Bmp7"
"Chuk","ENSRNOG00000022485",1,"ENSRNOG00000022485","1",263884152,263885169,1018,"-","ENSRNOE00000368929","Chuk"
"Chuk","ENSRNOG00000022485",1,"ENSRNOG00000022485","1",263879874,263879968,95,"-","ENSRNOE00000235981","Chuk"
"Chuk","ENSRNOG00000022485",1,"ENSRNOG00000022485","1",263877963,263878077,115,"-","ENSRNOE00000235971","Chuk"
"Chuk","ENSRNOG00000022485",1,"ENSRNOG00000022485","1",263876545,263876614,70,"-","ENSRNOE00000235960","Chuk"
"Chuk","ENSRNOG00000022485",1,"ENSRNOG00000022485","1",263874851,263874939,89,"-","ENSRNOE00000235950","Chuk"
"Chuk","ENSRNOG00000022485",1,"ENSRNOG00000022485","1",263873869,263873958,90,"-","ENSRNOE00000235935","Chuk"
"Chuk","ENSRNOG00000022485",1,"ENSRNOG00000022485","1",263873492,263873616,125,"-","ENSRNOE00000235924","Chuk"
"Chuk","ENSRNOG00000022485",1,"ENSRNOG00000022485","1",263873195,263873302,108,"-","ENSRNOE00000235911","Chuk"
"Chuk","ENSRNOG00000022485",1,"ENSRNOG00000022485","1",263872544,263872679,136,"-","ENSRNOE00000235900","Chuk"
"Chuk","ENSRNOG00000022485",1,"ENSRNOG00000022485","1",263867359,263867553,195,"-","ENSRNOE00000235887","Chuk"
"Chuk","ENSRNOG00000022485",1,"ENSRNOG00000022485","1",263865617,263865719,103,"-","ENSRNOE00000235873","Chuk"
"Chuk","ENSRNOG00000022485",1,"ENSRNOG00000022485","1",263864667,263864790,124,"-","ENSRNOE00000235859","Chuk"
"Chuk","ENSRNOG00000022485",1,"ENSRNOG00000022485","1",263863844,263863995,152,"-","ENSRNOE00000235846","Chuk"
"Chuk","ENSRNOG00000022485",1,"ENSRNOG00000022485","1",263861254,263861315,62,"-","ENSRNOE00000463460","Chuk"
"Chuk","ENSRNOG00000022485",1,"ENSRNOG00000022485","1",263859577,263859686,110,"-","ENSRNOE00000465773","Chuk"
"Chuk","ENSRNOG00000022485",1,"ENSRNOG00000022485","1",263858404,263858453,50,"-","ENSRNOE00000473542","Chuk"
