"gene_name","gene_ensembl_id","exons.group","exons.group_name","exons.seqnames","exons.start","exons.end","exons.width","exons.strand","exons.exon_id","exons.gene_name"
"Acvr2a","ENSMUSG00000052155",1,"ENSMUSG00000052155","2",48899594,48900248,655,"+","ENSMUSE00000760604","Acvr2a"
"Bmp4","ENSMUSG00000021835",1,"ENSMUSG00000021835","14",46390304,46390669,366,"-","ENSMUSE00000499195","Bmp4"
"Bmp4","ENSMUSG00000021835",1,"ENSMUSG00000021835","14",46390304,46390550,247,"-","ENSMUSE00000649408","Bmp4"
"Bmp4","ENSMUSG00000021835",1,"ENSMUSG00000021835","14",46390304,46390535,232,"-","ENSMUSE00000742189","Bmp4"
"Bmp4","ENSMUSG00000021835",1,"ENSMUSG00000021835","14",46387156,46387304,149,"-","ENSMUSE00001431639","Bmp4"
"Bmp4","ENSMUSG00000021835",1,"ENSMUSG00000021835","14",46387156,46387280,125,"-","ENSMUSE00000561261","Bmp4"
"Bmp4","ENSMUSG00000021835",1,"ENSMUSG00000021835","14",46386996,46387280,285,"-","ENSMUSE00000737067","Bmp4"
"Bmp4","ENSMUSG00000021835",1,"ENSMUSG00000021835","14",46385715,46386094,380,"-","ENSMUSE00000561269","Bmp4"
"Bmp4","ENSMUSG00000021835",1,"ENSMUSG00000021835","14",46385986,46386094,109,"-","ENSMUSE00001432033","Bmp4"
"Bmp4","ENSMUSG00000021835",1,"ENSMUSG00000021835","14",46383520,46384712,1193,"-","ENSMUSE00000689126","Bmp4"
"Bmp4","ENSMUSG00000021835",1,"ENSMUSG00000021835","14",46383707,46384712,1006,"-","ENSMUSE00000490169","Bmp4"
"Bmpr1a","ENSMUSG00000021796",1,"ENSMUSG00000021796","14",34503174,34503341,168,"-","ENSMUSE00000906501","Bmpr1a"
"Bmpr1a","ENSMUSG00000021796",1,"ENSMUSG00000021796","14",34502395,34502687,293,"-","ENSMUSE00000906173","Bmpr1a"
"Bmpr1a","ENSMUSG00000021796",1,"ENSMUSG00000021796","14",34502395,34502528,134,"-","ENSMUSE00000502653","Bmpr1a"
"Bmpr1a","ENSMUSG00000021796",1,"ENSMUSG00000021796","14",34486205,34486341,137,"-","ENSMUSE00000877537","Bmpr1a"
"Bmpr1a","ENSMUSG00000021796",1,"ENSMUSG00000021796","14",34460499,34460612,114,"-","ENSMUSE00000510636","Bmpr1a"
"Bmpr1a","ENSMUSG00000021796",1,"ENSMUSG00000021796","14",34460499,34460556,58,"-","ENSMUSE00000899064","Bmpr1a"
"Bmpr1a","ENSMUSG00000021796",1,"ENSMUSG00000021796","14",34447772,34447978,207,"-","ENSMUSE00000453349","Bmpr1a"
"Bmpr1a","ENSMUSG00000021796",1,"ENSMUSG00000021796","14",34443819,34443981,163,"-","ENSMUSE00000120941","Bmpr1a"
"Bmpr1a","ENSMUSG00000021796",1,"ENSMUSG00000021796","14",34443933,34443981,49,"-","ENSMUSE00000873508","Bmpr1a"
"Bmpr1a","ENSMUSG00000021796",1,"ENSMUSG00000021796","14",34441099,34441201,103,"-","ENSMUSE00000120937","Bmpr1a"
"Bmpr1a","ENSMUSG00000021796",1,"ENSMUSG00000021796","14",34441106,34441201,96,"-","ENSMUSE00001429865","Bmpr1a"
"Bmpr1a","ENSMUSG00000021796",1,"ENSMUSG00000021796","14",34434638,34434734,97,"-","ENSMUSE00000221789","Bmpr1a"
"Bmpr1a","ENSMUSG00000021796",1,"ENSMUSG00000021796","14",34434379,34434478,100,"-","ENSMUSE00000120936","Bmpr1a"
"Bmpr1a","ENSMUSG00000021796",1,"ENSMUSG00000021796","14",34429656,34429800,145,"-","ENSMUSE00000120942","Bmpr1a"
"Bmpr1a","ENSMUSG00000021796",1,"ENSMUSG00000021796","14",34424946,34425138,193,"-","ENSMUSE00000561696","Bmpr1a"
"Bmpr1a","ENSMUSG00000021796",1,"ENSMUSG00000021796","14",34422560,34422857,298,"-","ENSMUSE00000561695","Bmpr1a"
"Bmpr1a","ENSMUSG00000021796",1,"ENSMUSG00000021796","14",34415707,34415882,176,"-","ENSMUSE00000561694","Bmpr1a"
"Bmpr1a","ENSMUSG00000021796",1,"ENSMUSG00000021796","14",34414760,34414890,131,"-","ENSMUSE00000221719","Bmpr1a"
"Bmpr1a","ENSMUSG00000021796",1,"ENSMUSG00000021796","14",34414486,34414890,405,"-","ENSMUSE00000915751","Bmpr1a"
"Bmpr1a","ENSMUSG00000021796",1,"ENSMUSG00000021796","14",34410734,34414669,3936,"-","ENSMUSE00000120934","Bmpr1a"
"Ctnna1","ENSMUSG00000037815",1,"ENSMUSG00000037815","18",35118859,35118981,123,"+","ENSMUSE00001456227","Ctnna1"
"Ctnna1","ENSMUSG00000037815",1,"ENSMUSG00000037815","18",35118883,35118981,99,"+","ENSMUSE00001458248","Ctnna1"
"Ctnna1","ENSMUSG00000037815",1,"ENSMUSG00000037815","18",35118887,35118981,95,"+","ENSMUSE00000432816","Ctnna1"
"Ctnna1","ENSMUSG00000037815",1,"ENSMUSG00000037815","18",35118913,35118981,69,"+","ENSMUSE00001454900","Ctnna1"
"Ctnna1","ENSMUSG00000037815",1,"ENSMUSG00000037815","18",35119442,35119490,49,"+","ENSMUSE00001460444","Ctnna1"
"Ctnna1","ENSMUSG00000037815",1,"ENSMUSG00000037815","18",35137985,35138121,137,"+","ENSMUSE00001460400","Ctnna1"
"Ctnna1","ENSMUSG00000037815",1,"ENSMUSG00000037815","18",35152599,35152707,109,"+","ENSMUSE00001462747","Ctnna1"
"Ctnna1","ENSMUSG00000037815",1,"ENSMUSG00000037815","18",35152601,35152707,107,"+","ENSMUSE00000283481","Ctnna1"
"Ctnna1","ENSMUSG00000037815",1,"ENSMUSG00000037815","18",35152601,35152707,107,"+","ENSMUSE00001456760","Ctnna1"
"Ctnna1","ENSMUSG00000037815",1,"ENSMUSG00000037815","18",35154345,35154540,196,"+","ENSMUSE00000283464","Ctnna1"
"Ctnna1","ENSMUSG00000037815",1,"ENSMUSG00000037815","18",35154345,35154540,196,"+","ENSMUSE00001458194","Ctnna1"
"Ctnna1","ENSMUSG00000037815",1,"ENSMUSG00000037815","18",35174253,35174419,167,"+","ENSMUSE00000283442","Ctnna1"
"Ctnna1","ENSMUSG00000037815",1,"ENSMUSG00000037815","18",35174253,35174419,167,"+","ENSMUSE00001460060","Ctnna1"
"Ctnna1","ENSMUSG00000037815",1,"ENSMUSG00000037815","18",35174253,35174419,167,"+","ENSMUSE00001457680","Ctnna1"
"Ctnna1","ENSMUSG00000037815",1,"ENSMUSG00000037815","18",35175097,35175216,120,"+","ENSMUSE00000283406","Ctnna1"
"Ctnna1","ENSMUSG00000037815",1,"ENSMUSG00000037815","18",35175097,35175651,555,"+","ENSMUSE00001463139","Ctnna1"
"Ctnna1","ENSMUSG00000037815",1,"ENSMUSG00000037815","18",35175097,35175216,120,"+","ENSMUSE00001458755","Ctnna1"
"Ctnna1","ENSMUSG00000037815",1,"ENSMUSG00000037815","18",35179685,35179954,270,"+","ENSMUSE00000283371","Ctnna1"
"Ctnna1","ENSMUSG00000037815",1,"ENSMUSG00000037815","18",35179685,35179954,270,"+","ENSMUSE00001462383","Ctnna1"
"Ctnna1","ENSMUSG00000037815",1,"ENSMUSG00000037815","18",35182350,35182553,204,"+","ENSMUSE00000283346","Ctnna1"
"Ctnna1","ENSMUSG00000037815",1,"ENSMUSG00000037815","18",35182350,35183050,701,"+","ENSMUSE00001454686","Ctnna1"
"Ctnna1","ENSMUSG00000037815",1,"ENSMUSG00000037815","18",35182350,35182553,204,"+","ENSMUSE00001455313","Ctnna1"
"Ctnna1","ENSMUSG00000037815",1,"ENSMUSG00000037815","18",35214930,35215278,349,"+","ENSMUSE00001459555","Ctnna1"
"Ctnna1","ENSMUSG00000037815",1,"ENSMUSG00000037815","18",35214956,35215411,456,"+","ENSMUSE00001457385","Ctnna1"
"Ctnna1","ENSMUSG00000037815",1,"ENSMUSG00000037815","18",35222065,35222145,81,"+","ENSMUSE00000283322","Ctnna1"
"Ctnna1","ENSMUSG00000037815",1,"ENSMUSG00000037815","18",35222065,35222145,81,"+","ENSMUSE00001461508","Ctnna1"
"Ctnna1","ENSMUSG00000037815",1,"ENSMUSG00000037815","18",35222065,35222145,81,"+","ENSMUSE00001462727","Ctnna1"
"Ctnna1","ENSMUSG00000037815",1,"ENSMUSG00000037815","18",35223423,35223575,153,"+","ENSMUSE00000283292","Ctnna1"
"Ctnna1","ENSMUSG00000037815",1,"ENSMUSG00000037815","18",35223423,35223524,102,"+","ENSMUSE00001458836","Ctnna1"
"Ctnna1","ENSMUSG00000037815",1,"ENSMUSG00000037815","18",35223423,35223575,153,"+","ENSMUSE00001457838","Ctnna1"
"Ctnna1","ENSMUSG00000037815",1,"ENSMUSG00000037815","18",35235608,35235700,93,"+","ENSMUSE00000283250","Ctnna1"
"Ctnna1","ENSMUSG00000037815",1,"ENSMUSG00000037815","18",35235608,35235700,93,"+","ENSMUSE00001459821","Ctnna1"
"Ctnna1","ENSMUSG00000037815",1,"ENSMUSG00000037815","18",35239383,35239539,157,"+","ENSMUSE00000283219","Ctnna1"
"Ctnna1","ENSMUSG00000037815",1,"ENSMUSG00000037815","18",35239383,35239539,157,"+","ENSMUSE00001455208","Ctnna1"
"Ctnna1","ENSMUSG00000037815",1,"ENSMUSG00000037815","18",35239383,35239470,88,"+","ENSMUSE00001461007","Ctnna1"
"Ctnna1","ENSMUSG00000037815",1,"ENSMUSG00000037815","18",35243955,35244155,201,"+","ENSMUSE00000283181","Ctnna1"
"Ctnna1","ENSMUSG00000037815",1,"ENSMUSG00000037815","18",35243955,35244155,201,"+","ENSMUSE00001454930","Ctnna1"
"Ctnna1","ENSMUSG00000037815",1,"ENSMUSG00000037815","18",35244697,35244848,152,"+","ENSMUSE00000283163","Ctnna1"
"Ctnna1","ENSMUSG00000037815",1,"ENSMUSG00000037815","18",35244697,35244848,152,"+","ENSMUSE00001460320","Ctnna1"
"Ctnna1","ENSMUSG00000037815",1,"ENSMUSG00000037815","18",35249373,35249812,440,"+","ENSMUSE00001457614","Ctnna1"
"Ctnna1","ENSMUSG00000037815",1,"ENSMUSG00000037815","18",35249702,35249812,111,"+","ENSMUSE00000283143","Ctnna1"
"Ctnna1","ENSMUSG00000037815",1,"ENSMUSG00000037815","18",35249702,35249812,111,"+","ENSMUSE00001454912","Ctnna1"
"Ctnna1","ENSMUSG00000037815",1,"ENSMUSG00000037815","18",35250846,35251027,182,"+","ENSMUSE00000283127","Ctnna1"
"Ctnna1","ENSMUSG00000037815",1,"ENSMUSG00000037815","18",35250846,35251027,182,"+","ENSMUSE00001456128","Ctnna1"
"Ctnna1","ENSMUSG00000037815",1,"ENSMUSG00000037815","18",35250942,35251027,86,"+","ENSMUSE00001458530","Ctnna1"
"Ctnna1","ENSMUSG00000037815",1,"ENSMUSG00000037815","18",35251166,35251271,106,"+","ENSMUSE00000283107","Ctnna1"
"Ctnna1","ENSMUSG00000037815",1,"ENSMUSG00000037815","18",35251166,35251271,106,"+","ENSMUSE00001460473","Ctnna1"
"Ctnna1","ENSMUSG00000037815",1,"ENSMUSG00000037815","18",35251166,35251210,45,"+","ENSMUSE00001457968","Ctnna1"
"Ctnna1","ENSMUSG00000037815",1,"ENSMUSG00000037815","18",35251166,35251737,572,"+","ENSMUSE00001462319","Ctnna1"
"Ctnna1","ENSMUSG00000037815",1,"ENSMUSG00000037815","18",35252321,35252750,430,"+","ENSMUSE00001455874","Ctnna1"
"Ctnna1","ENSMUSG00000037815",1,"ENSMUSG00000037815","18",35252616,35252750,135,"+","ENSMUSE00000283090","Ctnna1"
"Ctnna1","ENSMUSG00000037815",1,"ENSMUSG00000037815","18",35252616,35252750,135,"+","ENSMUSE00001459137","Ctnna1"
"Ctnna1","ENSMUSG00000037815",1,"ENSMUSG00000037815","18",35253605,35254779,1175,"+","ENSMUSE00000363937","Ctnna1"
"Ctnna1","ENSMUSG00000037815",1,"ENSMUSG00000037815","18",35253605,35253905,301,"+","ENSMUSE00001461029","Ctnna1"
"Ctnna1","ENSMUSG00000037815",1,"ENSMUSG00000037815","18",35253605,35253719,115,"+","ENSMUSE00001456202","Ctnna1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120929216,120929323,108,"+","ENSMUSE00000790379","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120930063,120930143,81,"+","ENSMUSE00000800032","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120933400,120933638,239,"+","ENSMUSE00000825852","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120933475,120933638,164,"+","ENSMUSE00000829991","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120933486,120933638,153,"+","ENSMUSE00000349804","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120933572,120933616,45,"+","ENSMUSE00001010365","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120933623,120933638,16,"+","ENSMUSE00000987994","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120933818,120933961,144,"+","ENSMUSE00000723843","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120950173,120950233,61,"+","ENSMUSE00001309637","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120950173,120950233,61,"+","ENSMUSE00001256850","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120950221,120950233,13,"+","ENSMUSE00001018759","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120950522,120950635,114,"+","ENSMUSE00000788018","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120950522,120950749,228,"+","ENSMUSE00001256074","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120950522,120950749,228,"+","ENSMUSE00001288647","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120950522,120950723,202,"+","ENSMUSE00000915913","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120950894,120951147,254,"+","ENSMUSE00001257880","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120950894,120951147,254,"+","ENSMUSE00001212820","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120950992,120951147,156,"+","ENSMUSE00000896614","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120951022,120951147,126,"+","ENSMUSE00000915692","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120951089,120951147,59,"+","ENSMUSE00000900996","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120951267,120951505,239,"+","ENSMUSE00001312873","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120951267,120951505,239,"+","ENSMUSE00001251715","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120951267,120951293,27,"+","ENSMUSE00000731396","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120951267,120951469,203,"+","ENSMUSE00000787936","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120951586,120951787,202,"+","ENSMUSE00001244990","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120951586,120951787,202,"+","ENSMUSE00001274592","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120951586,120951710,125,"+","ENSMUSE00000875101","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120951678,120951787,110,"+","ENSMUSE00000903017","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120952859,120953003,145,"+","ENSMUSE00001305969","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120952859,120953003,145,"+","ENSMUSE00001230854","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120952859,120953003,145,"+","ENSMUSE00001215473","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120955125,120955251,127,"+","ENSMUSE00000794877","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120955148,120955251,104,"+","ENSMUSE00001214229","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120955148,120955251,104,"+","ENSMUSE00001221892","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120955297,120955667,371,"+","ENSMUSE00000762074","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120955329,120955667,339,"+","ENSMUSE00001289222","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120955329,120955667,339,"+","ENSMUSE00001247794","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120955329,120955399,71,"+","ENSMUSE00000881698","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120955457,120955667,211,"+","ENSMUSE00000915725","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120955814,120955972,159,"+","ENSMUSE00001300160","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120955814,120955976,163,"+","ENSMUSE00000765161","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120955814,120956447,634,"+","ENSMUSE00000765859","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120955814,120955972,159,"+","ENSMUSE00001240000","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120955814,120955841,28,"+","ENSMUSE00000790571","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120955814,120955969,156,"+","ENSMUSE00000910137","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120955914,120955972,59,"+","ENSMUSE00000733942","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120956867,120957226,360,"+","ENSMUSE00000730713","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120957107,120957226,120,"+","ENSMUSE00001312721","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120957107,120957226,120,"+","ENSMUSE00001308689","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120957110,120957226,117,"+","ENSMUSE00000818096","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120957517,120957667,151,"+","ENSMUSE00001277189","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120957517,120957667,151,"+","ENSMUSE00001261595","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120957517,120957667,151,"+","ENSMUSE00001264969","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120957517,120957639,123,"+","ENSMUSE00000729899","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120957517,120957534,18,"+","ENSMUSE00001034866","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120957759,120957880,122,"+","ENSMUSE00001237042","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120957759,120957880,122,"+","ENSMUSE00001233012","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120957759,120957824,66,"+","ENSMUSE00000823635","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120958592,120958652,61,"+","ENSMUSE00001285199","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120958592,120958652,61,"+","ENSMUSE00001285651","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120958592,120959025,434,"+","ENSMUSE00000779432","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120959216,120960507,1292,"+","ENSMUSE00001219573","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120959309,120960507,1199,"+","ENSMUSE00000786527","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120959309,120960506,1198,"+","ENSMUSE00001230290","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120959309,120959780,472,"+","ENSMUSE00001403872","Ctnnb1"
"Ctnnb1","ENSMUSG00000006932",1,"ENSMUSG00000006932","9",120959309,120959517,209,"+","ENSMUSE00000888054","Ctnnb1"
"Dicer1","ENSMUSG00000041415",1,"ENSMUSG00000041415","12",104751748,104751952,205,"-","ENSMUSE00000440881","Dicer1"
"Dicer1","ENSMUSG00000041415",1,"ENSMUSG00000041415","12",104738783,104738837,55,"-","ENSMUSE00001416596","Dicer1"
"Dicer1","ENSMUSG00000041415",1,"ENSMUSG00000041415","12",104737769,104737866,98,"-","ENSMUSE00001417800","Dicer1"
"Dicer1","ENSMUSG00000041415",1,"ENSMUSG00000041415","12",104731800,104731987,188,"-","ENSMUSE00000383123","Dicer1"
"Dicer1","ENSMUSG00000041415",1,"ENSMUSG00000041415","12",104731020,104731182,163,"-","ENSMUSE00000345467","Dicer1"
"Dicer1","ENSMUSG00000041415",1,"ENSMUSG00000041415","12",104730133,104730263,131,"-","ENSMUSE00000255749","Dicer1"
"Dicer1","ENSMUSG00000041415",1,"ENSMUSG00000041415","12",104730133,104730164,32,"-","ENSMUSE00001419595","Dicer1"
"Dicer1","ENSMUSG00000041415",1,"ENSMUSG00000041415","12",104729128,104729262,135,"-","ENSMUSE00000255742","Dicer1"
"Dicer1","ENSMUSG00000041415",1,"ENSMUSG00000041415","12",104729128,104729262,135,"-","ENSMUSE00001415336","Dicer1"
"Dicer1","ENSMUSG00000041415",1,"ENSMUSG00000041415","12",104728333,104728493,161,"-","ENSMUSE00001088806","Dicer1"
"Dicer1","ENSMUSG00000041415",1,"ENSMUSG00000041415","12",104721757,104728493,6737,"-","ENSMUSE00001417968","Dicer1"
"Dicer1","ENSMUSG00000041415",1,"ENSMUSG00000041415","12",104723902,104724070,169,"-","ENSMUSE00001050161","Dicer1"
"Dicer1","ENSMUSG00000041415",1,"ENSMUSG00000041415","12",104721971,104722443,473,"-","ENSMUSE00000402515","Dicer1"
"Dicer1","ENSMUSG00000041415",1,"ENSMUSG00000041415","12",104722084,104722443,360,"-","ENSMUSE00001421300","Dicer1"
"Dicer1","ENSMUSG00000041415",1,"ENSMUSG00000041415","12",104721971,104722052,82,"-","ENSMUSE00001418137","Dicer1"
"Dicer1","ENSMUSG00000041415",1,"ENSMUSG00000041415","12",104720617,104720718,102,"-","ENSMUSE00001414119","Dicer1"
"Dicer1","ENSMUSG00000041415",1,"ENSMUSG00000041415","12",104714774,104714906,133,"-","ENSMUSE00000255708","Dicer1"
"Dicer1","ENSMUSG00000041415",1,"ENSMUSG00000041415","12",104714774,104714906,133,"-","ENSMUSE00001414563","Dicer1"
"Dicer1","ENSMUSG00000041415",1,"ENSMUSG00000041415","12",104712995,104713237,243,"-","ENSMUSE00000255701","Dicer1"
"Dicer1","ENSMUSG00000041415",1,"ENSMUSG00000041415","12",104712995,104713237,243,"-","ENSMUSE00001414817","Dicer1"
"Dicer1","ENSMUSG00000041415",1,"ENSMUSG00000041415","12",104712181,104712335,155,"-","ENSMUSE00000255696","Dicer1"
"Dicer1","ENSMUSG00000041415",1,"ENSMUSG00000041415","12",104712181,104712335,155,"-","ENSMUSE00001417981","Dicer1"
"Dicer1","ENSMUSG00000041415",1,"ENSMUSG00000041415","12",104710625,104710757,133,"-","ENSMUSE00000338340","Dicer1"
"Dicer1","ENSMUSG00000041415",1,"ENSMUSG00000041415","12",104710625,104710757,133,"-","ENSMUSE00001414646","Dicer1"
"Dicer1","ENSMUSG00000041415",1,"ENSMUSG00000041415","12",104709785,104709860,76,"-","ENSMUSE00000255682","Dicer1"
"Dicer1","ENSMUSG00000041415",1,"ENSMUSG00000041415","12",104709785,104709860,76,"-","ENSMUSE00001417847","Dicer1"
"Dicer1","ENSMUSG00000041415",1,"ENSMUSG00000041415","12",104708776,104708915,140,"-","ENSMUSE00000255676","Dicer1"
"Dicer1","ENSMUSG00000041415",1,"ENSMUSG00000041415","12",104708776,104708915,140,"-","ENSMUSE00001414016","Dicer1"
